District,Year,Soil_pH,Organic_Carbon(%),Nitrogen(kg/ha),Phosphorus(kg/ha),Potassium(kg/ha),Yield_t_per_ha,crop,avg_temp,avg_humidity,total_rainfall,Rice_Variety,Humidity(%),Irrigation_Type,Fertilizer_Use(kg/ha),Pesticide_Use(kg/ha),Sowing_Date,Harvest_Date,Yield(kg/ha)
Buxar,2012,6.57,0.45,194,12.17,165.9,4.018,rice,28,71.95,1194.7,MTU-1010,72.5,Borewell,143,3.03,20-06-2012,20-10-2012,3204
Buxar,2013,6.54,0.468,203.4,12.72,166.5,3.874,rice,27.17,79.36,1011.3,Sona Masuri,61.7,Borewell,151,2.8,20-06-2013,21-10-2013,2935
Buxar,2014,6.58,0.469,186.6,13.18,159.7,4.122,rice,27.79,75.57,692.5,Swarna Sub1,74.6,Rainfed,218,2.9,25-06-2014,17-10-2014,2725
Buxar,2015,6.6,0.482,182,13.61,178.9,4.179,rice,28.28,73.98,946,Swarna,67.8,Rainfed,199,4.27,23-06-2015,19-10-2015,2935
Buxar,2016,6.58,0.494,195.8,11.36,172.6,4.104,rice,27.93,77.09,1147.4,Swarna,72.6,Rainfed,196,4.44,19-06-2016,16-10-2016,3140
Buxar,2017,6.65,0.494,196.3,13.92,181.4,3.561,rice,28.21,77.89,1184.3,IR64,78.8,Borewell,236,4.18,22-06-2017,11-10-2017,3118
Buxar,2018,6.64,0.498,181.5,12.91,182.9,3.874,rice,28.53,73.7,1211.1,MTU-1010,80.7,Rainfed,149,1.78,26-06-2018,15-10-2018,2840
Buxar,2019,6.67,0.497,191.6,14.11,173.4,4.181,rice,28.54,76.86,1288.8,MTU-1010,85.1,Borewell,224,3.15,30-06-2019,29-10-2019,2954
Buxar,2020,6.62,0.532,203.2,12.88,181.5,3.919,rice,27.77,80.43,1640,Swarna,71,Canal,181,1.98,27-06-2020,29-10-2020,3253
Darbhanga,2000,7.38,0.613,340.5,16.94,215.5,5.218,rice,27.16,77.22,1602.6,MTU-1010,60.9,Canal,100,4.97,28-06-2000,22-10-2000,3480
Darbhanga,2001,7.32,0.608,325.3,14.81,211.9,5.064,rice,27.05,80.42,1245.6,IR64,83.5,Rainfed,217,4.98,21-06-2001,10-10-2001,3464
Darbhanga,2002,7.28,0.583,320.6,16.94,205.5,5.122,rice,26.88,80.21,1010.8,Sona Masuri,86.6,Rainfed,191,1.64,29-06-2002,30-10-2002,3359
Darbhanga,2003,7.21,0.622,327.8,16.19,222.3,5.44,rice,26.73,81.02,1267.9,IR64,61.5,Canal,198,4.92,19-06-2003,25-10-2003,3545
Darbhanga,2004,7.21,0.596,324.7,16.29,206.7,5.044,rice,26.71,79.56,1173.5,Swarna,70.5,Borewell,188,4.41,28-06-2004,25-10-2004,3275
Darbhanga,2005,7.23,0.596,344,15.87,217,5.195,rice,27.52,76.58,859.8,Sharbati,76.4,Canal,147,3.41,28-06-2005,05-11-2005,3119
Darbhanga,2006,7.18,0.585,317.1,16.08,211.1,5.103,rice,27.33,79.25,1172,IR64,83.9,Rainfed,188,3.37,19-06-2006,07-10-2006,3319
Darbhanga,2007,7.09,0.574,310.8,14.22,204.8,5.293,rice,27.19,80.49,1650.2,IR64,66.3,Borewell,251,1.71,21-06-2007,21-10-2007,3627
Darbhanga,2008,7.1,0.56,319.1,15.42,215.7,4.817,rice,27.01,81.17,1307.6,Sharbati,85.8,Borewell,187,4.95,19-06-2008,09-10-2008,3340
Darbhanga,2009,7.07,0.594,322.5,15.92,202.7,5.213,rice,27.61,77.03,1249.1,Sona Masuri,64.6,Rainfed,197,1.66,21-06-2009,24-10-2009,3440
Darbhanga,2010,7.08,0.564,324.3,14.29,203,5.124,rice,27.84,78.51,1060.6,Sharbati,71.6,Canal,208,4.64,28-06-2010,20-10-2010,3272
Darbhanga,2011,7.02,0.579,314.8,14.66,200.5,4.934,rice,27.12,79.89,1462.6,IR64,75.5,Borewell,175,4.09,29-06-2011,31-10-2011,3387
Darbhanga,2012,7.03,0.575,328,14.69,200.8,5.037,rice,27.43,76.04,1093.1,MTU-1010,64.3,Rainfed,128,2.75,25-06-2012,27-10-2012,3265
Darbhanga,2013,7.04,0.597,323.2,16.16,193.2,5.185,rice,26.78,81.1,1320,Sharbati,79,Borewell,185,3.81,21-06-2013,09-10-2013,3700
Darbhanga,2014,7.05,0.602,327.9,16.32,212.8,4.863,rice,27.03,80.49,997.2,IR64,65.5,Canal,175,3.34,16-06-2014,14-10-2014,3331
Darbhanga,2015,6.92,0.609,324.2,17.06,207.1,4.918,rice,27.81,77.44,942.7,Swarna Sub1,66.6,Borewell,177,3.13,21-06-2015,10-10-2015,3241
Darbhanga,2016,6.92,0.587,330.6,15.98,208.1,5.434,rice,27.38,80.15,1333.3,Sharbati,66.6,Canal,237,1.23,25-06-2016,19-10-2016,3544
Darbhanga,2017,6.98,0.62,317.9,16.75,215.6,5.345,rice,27.43,80.52,1528.8,Swarna,86.6,Canal,164,4.52,25-06-2017,20-10-2017,3640
Darbhanga,2018,6.97,0.617,353.6,15.61,218.3,5.033,rice,27.75,76.5,991.9,IR64,67.9,Borewell,236,1.67,20-06-2018,16-10-2018,3265
Darbhanga,2019,6.9,0.651,338,17.17,216.9,5.384,rice,28.06,77.41,1492.7,Swarna Sub1,86.3,Canal,213,2.82,26-06-2019,14-10-2019,3595
Darbhanga,2020,6.96,0.64,328.4,15.98,220.4,5.443,rice,27.52,78.57,1502.9,Sharbati,60.5,Borewell,138,4.9,17-06-2020,08-10-2020,3517
East Champaran,2000,6.86,0.555,276.7,14.91,175.7,4.783,rice,27.2,77.16,1429.2,Swarna Sub1,72,Canal,208,1.76,19-06-2000,10-10-2000,3594
East Champaran,2001,6.94,0.562,279.5,13.45,187.3,4.433,rice,27.09,79.89,1744.8,Swarna Sub1,69.5,Borewell,185,1.65,19-06-2001,22-10-2001,3662
East Champaran,2002,6.82,0.567,265.8,13.58,178.8,4.473,rice,27.09,78.87,1059.3,Swarna,74.8,Borewell,184,4.44,27-06-2002,31-10-2002,3179
East Champaran,2003,6.88,0.546,275.4,14.23,188.1,4.744,rice,26.96,78.66,2130.7,Swarna,61.9,Canal,226,4.39,21-06-2003,27-10-2003,3721
East Champaran,2004,6.93,0.537,270.5,14.71,192.8,4.423,rice,26.8,78.99,1383.2,Swarna,88.7,Rainfed,193,4.8,28-06-2004,21-10-2004,3163
East Champaran,2005,6.86,0.557,273.6,13.89,183,4.648,rice,27.77,74.55,1201.9,IR64,75.5,Canal,207,1.29,19-06-2005,09-10-2005,3322
East Champaran,2006,6.88,0.536,267.8,13.72,179.3,4.765,rice,27.49,78.13,1160.4,Swarna,79.6,Canal,106,1.84,27-06-2006,18-10-2006,3046
East Champaran,2007,6.95,0.515,269.4,12.98,185.8,4.634,rice,27.3,79.46,1948.9,Sharbati,77.5,Canal,222,2.12,23-06-2007,19-10-2007,3712
East Champaran,2008,6.88,0.54,267,14.43,167.4,4.961,rice,27.04,80.76,1710.7,Swarna,70.9,Borewell,206,1.7,27-06-2008,28-10-2008,3677
East Champaran,2009,6.86,0.534,254.3,12.78,181.4,4.645,rice,27.8,75.28,1444.4,IR64,84.2,Borewell,135,1.66,15-06-2009,04-10-2009,3289
East Champaran,2010,6.86,0.529,248.5,14.16,179.6,4.601,rice,28.01,77.52,1351.6,Swarna,77.6,Rainfed,140,2.24,20-06-2010,10-10-2010,3037
East Champaran,2011,6.8,0.53,245.4,14,172,4.654,rice,27.3,78.91,1519.3,Swarna,65.4,Canal,195,3.9,28-06-2011,31-10-2011,3309
East Champaran,2012,6.84,0.544,265.4,13.04,179.4,4.93,rice,27.61,74.05,1391.9,MTU-1010,70.8,Borewell,218,3.62,29-06-2012,22-10-2012,3395
East Champaran,2013,6.85,0.535,267.1,12.45,186.2,4.379,rice,26.86,80.73,1539.4,IR64,72,Canal,175,2.78,16-06-2013,18-10-2013,3335
East Champaran,2014,6.86,0.547,290.2,12.93,184.7,5.081,rice,27.19,79.54,1570.4,Swarna,82.7,Rainfed,113,3.13,26-06-2014,30-10-2014,3329
East Champaran,2015,6.87,0.546,275,13.92,188.4,4.625,rice,28.01,75.72,1041.8,Swarna Sub1,85.7,Borewell,164,2.64,30-06-2015,26-10-2015,3045
East Champaran,2016,6.83,0.544,276.3,14.38,186.8,4.472,rice,27.57,79.22,1496.8,IR64,89.8,Canal,186,1.97,25-06-2016,28-10-2016,3476
East Champaran,2017,6.86,0.571,271.6,13.9,180.6,4.625,rice,27.52,79.83,1496.5,Swarna,88.1,Borewell,177,1.52,16-06-2017,17-10-2017,3489
East Champaran,2018,6.81,0.586,274.4,14.75,187.8,4.903,rice,27.69,76.98,1068.3,IR64,82.1,Canal,138,2.28,27-06-2018,20-10-2018,2998
East Champaran,2019,6.82,0.59,277.3,13.08,184.2,4.774,rice,27.98,77.73,1481.2,IR64,69,Borewell,214,2.37,28-06-2019,25-10-2019,3243
East Champaran,2020,6.78,0.592,279.9,16.35,183.5,4.937,rice,27.49,78.51,1824,Swarna Sub1,89.9,Borewell,149,4.1,19-06-2020,12-10-2020,3517
Gaya,2000,6.26,0.528,145.2,10.57,175.3,4.022,rice,26.95,74.8,729.4,Sharbati,73.8,Borewell,129,2.19,30-06-2000,23-10-2000,2839
Gaya,2001,6.27,0.522,150.2,9.79,170.9,4.174,rice,26.7,80.03,902.3,MTU-1010,79.2,Rainfed,154,2.77,26-06-2001,31-10-2001,2859
Gaya,2002,6.27,0.516,144.6,10.97,170.8,4.263,rice,26.86,77.04,940.1,Sona Masuri,74.9,Rainfed,165,1.25,26-06-2002,24-10-2002,2734
Gaya,2003,6.36,0.499,155.8,10.21,168.8,4.079,rice,26.95,77.56,1267.4,IR64,73.4,Canal,139,2.88,24-06-2003,21-10-2003,3085
Gaya,2004,6.37,0.516,143.4,10.28,167.4,3.939,rice,26.65,76.29,807.3,Sharbati,73.8,Rainfed,215,4.06,15-06-2004,11-10-2004,2802
Gaya,2005,6.45,0.509,162.5,12.53,164.3,4.103,rice,27.46,71.99,706.1,MTU-1010,74.4,Canal,193,4.2,23-06-2005,18-10-2005,2955
Gaya,2006,6.41,0.49,143.1,9.82,163.3,3.98,rice,27.09,76.73,1289,Swarna,64,Borewell,192,4.27,27-06-2006,28-10-2006,3043
Gaya,2007,6.44,0.501,140,12.86,166.1,4.059,rice,27.16,77.52,1194.6,Sona Masuri,88.6,Rainfed,155,4.41,23-06-2007,12-10-2007,2955
Gaya,2008,6.46,0.505,155.5,10.79,159.8,4.106,rice,27.1,76.07,1206.3,Swarna Sub1,89.9,Borewell,179,1.67,23-06-2008,23-10-2008,3105
Gaya,2009,6.49,0.497,152.3,10.58,152.4,3.88,rice,27.86,71.04,908.5,IR64,69.3,Borewell,180,2.32,28-06-2009,27-10-2009,2789
Gaya,2010,6.56,0.49,153.9,9.17,167.9,4.247,rice,28.67,71.57,620.5,Sharbati,60.3,Canal,183,2.81,25-06-2010,23-10-2010,2707
Gaya,2011,6.51,0.484,148.4,10.29,156.4,3.988,rice,27.12,76.46,1172.4,IR64,86.6,Rainfed,192,4.67,18-06-2011,08-10-2011,3034
Gaya,2012,6.57,0.49,142.9,10.26,168.6,4.159,rice,27.31,73.28,889.5,Sharbati,80.1,Canal,219,4.02,19-06-2012,25-10-2012,2949
Gaya,2013,6.59,0.494,149.3,9.16,173,4.105,rice,26.64,78.79,918.2,Sharbati,61.4,Canal,235,3.76,28-06-2013,27-10-2013,2791
Gaya,2014,6.61,0.515,134.1,9.2,173.1,4.138,rice,27.29,74.77,712.1,Swarna Sub1,67.2,Borewell,193,1.09,29-06-2014,19-10-2014,2696
Gaya,2015,6.63,0.508,156.2,11.61,175.7,4.131,rice,27.84,72.91,738,Sharbati,70.5,Canal,175,1.91,20-06-2015,11-10-2015,2641
Gaya,2016,6.58,0.527,161.8,11.46,168.8,4.337,rice,27.47,76.23,1112.7,IR64,71.8,Canal,168,3.69,16-06-2016,22-10-2016,3063
Gaya,2017,6.68,0.542,146.2,10.85,179.9,4.262,rice,27.66,76.28,837.8,MTU-1010,64.2,Canal,174,3.57,22-06-2017,25-10-2017,2751
Gaya,2018,6.63,0.538,159,11.18,178.1,4.217,rice,27.89,71.97,1152.8,IR64,72.3,Borewell,164,2.7,27-06-2018,22-10-2018,2994
Gaya,2019,6.72,0.531,150.8,11.21,183.4,3.996,rice,28.37,75.25,1100.7,Swarna Sub1,71.3,Borewell,238,1.46,21-06-2019,14-10-2019,2947
Gaya,2020,6.64,0.527,156.9,10.39,177.1,4.379,rice,27.38,79.83,1248,Sona Masuri,77.3,Borewell,178,2.3,29-06-2020,04-11-2020,2953
Gopalganj,2000,7.31,0.661,288.4,16.06,242.9,4.703,rice,27.35,76.61,1120.8,Sona Masuri,77.4,Canal,205,4.28,28-06-2000,18-10-2000,3498
Gopalganj,2001,7.32,0.689,277.5,14.62,221.1,5.063,rice,27.16,80.02,1168.5,IR64,86.9,Borewell,183,3.47,22-06-2001,11-10-2001,3541
Gopalganj,2002,7.23,0.671,267.2,14.9,238.1,4.88,rice,27.2,78.95,970.1,MTU-1010,61.3,Borewell,160,3.07,23-06-2002,26-10-2002,3178
Gopalganj,2003,7.19,0.643,276.2,13.93,221.5,5.069,rice,27.08,77.84,1441.3,Swarna,60.9,Canal,172,3.97,26-06-2003,29-10-2003,3493
Gopalganj,2004,7.18,0.649,272.5,15.18,233.3,4.983,rice,27.06,77.96,940.5,Sharbati,75.1,Borewell,170,2.39,19-06-2004,11-10-2004,2996
Gopalganj,2005,7.18,0.643,275.8,14.37,225.6,5.072,rice,27.91,74.37,1020.3,MTU-1010,73.6,Borewell,154,3.46,20-06-2005,14-10-2005,3163
Gopalganj,2006,7.11,0.654,278.5,11.84,234.4,4.486,rice,27.66,77.86,922.9,Swarna,62.8,Rainfed,155,3.49,17-06-2006,13-10-2006,3221
Gopalganj,2007,7.09,0.655,270.1,12.93,219.6,5.216,rice,27.52,79.11,1541.8,IR64,84,Canal,202,2.97,25-06-2007,14-10-2007,3396
Gopalganj,2008,7.03,0.651,270.8,13.07,221.4,4.86,rice,27.2,80.56,1322.5,MTU-1010,65.7,Borewell,161,4.93,19-06-2008,21-10-2008,3405
Gopalganj,2009,7.09,0.642,256.1,13.63,218.6,5.227,rice,28.08,73.54,990,IR64,87.2,Borewell,156,4.02,23-06-2009,14-10-2009,3217
Gopalganj,2010,7,0.645,268.2,12.95,218.5,4.89,rice,28.31,76.61,1069.6,IR64,82,Canal,162,1.66,19-06-2010,07-10-2010,3149
Gopalganj,2011,6.99,0.637,260.8,12.25,222.1,4.697,rice,27.51,78.4,1355.2,Swarna Sub1,73.7,Rainfed,192,2.31,15-06-2011,22-10-2011,3275
Gopalganj,2012,6.99,0.634,265.8,15.71,226.5,5.092,rice,27.87,72.93,1035.1,MTU-1010,70.3,Canal,183,4.78,26-06-2012,25-10-2012,3188
Gopalganj,2013,6.94,0.644,276.6,13.4,233.4,4.872,rice,27.01,80.34,1137.6,Sharbati,87.5,Canal,155,2.59,16-06-2013,10-10-2013,3326
Gopalganj,2014,6.97,0.651,278.3,13.81,228.1,5.067,rice,27.43,78.64,990.5,Swarna,65.6,Rainfed,193,4.74,30-06-2014,05-11-2014,3104
Gopalganj,2015,6.94,0.669,281.1,14.37,228.9,5.305,rice,28.11,75.73,854.1,Swarna Sub1,80.7,Rainfed,195,3.44,25-06-2015,30-10-2015,2973
Gopalganj,2016,6.94,0.668,282.2,15.91,225.2,5.315,rice,27.7,79.07,1311.5,Swarna,70.6,Borewell,159,3.3,21-06-2016,17-10-2016,3196
Gopalganj,2017,6.88,0.681,296.1,15.05,236.1,5.13,rice,27.67,78.89,1683.6,Swarna,68.3,Rainfed,163,3.2,20-06-2017,13-10-2017,3624
Gopalganj,2018,6.93,0.683,279.3,14.54,238,5.081,rice,27.9,75.78,971.5,Sona Masuri,89.7,Borewell,183,1.92,30-06-2018,01-11-2018,3143
Gopalganj,2019,6.89,0.679,290.9,15.32,240,5.417,rice,28.01,77.43,1661.5,Swarna,79.6,Borewell,219,3.65,22-06-2019,11-10-2019,3565
Gopalganj,2020,6.91,0.703,292.3,14.92,237.2,5.693,rice,27.51,78.37,1444.5,Sona Masuri,61.7,Canal,200,3.41,25-06-2020,14-10-2020,3268
Jamui,2000,6.1,0.345,187.7,11.41,175.5,3.622,rice,27.01,78.11,1010.6,Swarna,79.5,Canal,224,2.89,26-06-2000,30-10-2000,3017
Jamui,2001,6.23,0.349,187.6,13.11,174.1,3.938,rice,26.92,81.61,857.3,Sharbati,76.8,Rainfed,171,3.9,21-06-2001,25-10-2001,2857
Jamui,2002,6.23,0.359,173.4,13.59,178.1,3.925,rice,26.84,80.5,799.1,MTU-1010,65.2,Borewell,159,4.2,30-06-2002,31-10-2002,2855
Jamui,2003,6.34,0.337,169.4,12.49,175.6,3.903,rice,27.06,80.21,1035.6,Swarna,84.2,Borewell,195,4.95,27-06-2003,29-10-2003,2903
Jamui,2004,6.33,0.328,185.7,12.24,177.7,4.325,rice,26.73,79.42,1169.2,MTU-1010,60.6,Canal,130,4.16,22-06-2004,14-10-2004,3050
Jamui,2005,6.37,0.34,174.7,11.71,166.3,3.637,rice,27.47,77,904.9,Swarna Sub1,73.5,Borewell,168,2.43,26-06-2005,29-10-2005,3006
Jamui,2006,6.35,0.347,179.9,13.39,167.2,3.818,rice,27.27,79.55,888.6,Swarna Sub1,70.9,Rainfed,206,2.87,28-06-2006,20-10-2006,3080
Jamui,2007,6.45,0.324,181.1,12.86,166.1,3.595,rice,27.24,80.31,1383.3,Sharbati,80.8,Borewell,155,2.48,22-06-2007,29-10-2007,2979
Jamui,2008,6.4,0.317,176.3,11.92,167.1,3.814,rice,27.14,79.73,978.9,Sona Masuri,85.6,Canal,228,3.03,24-06-2008,12-10-2008,3119
Jamui,2009,6.42,0.305,178.2,13.19,159.5,3.825,rice,27.66,76.15,928.1,Sharbati,63.2,Canal,187,3.58,19-06-2009,25-10-2009,2873
Jamui,2010,6.54,0.317,173.3,12.44,161.8,3.933,rice,28.19,77.94,800.5,Swarna Sub1,65.7,Borewell,166,2.96,28-06-2010,28-10-2010,2658
Jamui,2011,6.53,0.323,176.5,13.57,167.5,4.02,rice,27.18,80.13,1106.2,Sharbati,75.6,Canal,236,3.64,17-06-2011,22-10-2011,3201
Jamui,2012,6.58,0.315,162.4,14.26,169.7,3.563,rice,27.34,76.48,885,IR64,71.8,Borewell,301,4.5,29-06-2012,05-11-2012,3016
Jamui,2013,6.55,0.338,176,12.71,177.9,3.74,rice,26.64,81.94,868.7,Swarna,86,Canal,164,4.63,26-06-2013,21-10-2013,2868
Jamui,2014,6.56,0.339,182.8,13.62,176.3,3.992,rice,27.11,79.32,905.4,Sona Masuri,66.1,Borewell,228,2.25,20-06-2014,18-10-2014,3040
Jamui,2015,6.62,0.342,181.5,13.42,173.5,4.118,rice,27.75,77.17,888.3,IR64,82.9,Rainfed,165,2.94,29-06-2015,27-10-2015,2860
Jamui,2016,6.63,0.352,175.9,13.49,173.3,4.038,rice,27.5,79.48,1073.1,IR64,70.8,Canal,205,2.22,22-06-2016,16-10-2016,2865
Jamui,2017,6.7,0.353,187.2,14.39,175.4,4.463,rice,27.5,80.18,895.4,IR64,85.1,Canal,192,1.22,29-06-2017,25-10-2017,2752
Jamui,2018,6.63,0.369,178.8,13.36,177.6,4.21,rice,27.63,76.79,977,MTU-1010,85.9,Canal,173,2.75,21-06-2018,11-10-2018,2917
Jamui,2019,6.67,0.385,185.8,13.47,193.7,4.187,rice,28.11,78.67,1161.9,Sharbati,77.5,Canal,152,1.92,27-06-2019,16-10-2019,3030
Jamui,2020,6.65,0.372,180.4,14.59,176.6,4.116,rice,27.3,82.27,1208.6,MTU-1010,84.5,Canal,166,3.73,25-06-2020,30-10-2020,2979
Jehanabad,2000,6.32,0.463,248.9,11.48,187.3,3.764,rice,27.33,76.5,868.5,Sona Masuri,81.6,Borewell,191,1.17,29-06-2000,28-10-2000,3084
Jehanabad,2001,6.42,0.46,228.9,10.21,172.3,3.833,rice,27.23,80.23,995.2,IR64,70.3,Borewell,185,2.99,17-06-2001,16-10-2001,2832
Jehanabad,2002,6.38,0.448,258.7,11.4,186.2,3.673,rice,27.39,77.74,935.8,Swarna,60.5,Borewell,229,4.22,17-06-2002,05-10-2002,3233
Jehanabad,2003,6.39,0.448,242.7,9.42,179.9,3.815,rice,27.36,78.4,1369.1,Swarna,72.2,Borewell,118,2.39,15-06-2003,21-10-2003,3152
Jehanabad,2004,6.44,0.435,235.8,10.71,180.6,3.915,rice,27.17,76.65,959.8,Sona Masuri,76.3,Rainfed,175,2.63,17-06-2004,10-10-2004,3030
Jehanabad,2005,6.51,0.435,235.2,11.15,182.8,3.752,rice,27.88,73.55,844.6,IR64,75,Borewell,135,2.58,22-06-2005,12-10-2005,2654
Jehanabad,2006,6.52,0.442,248,12.16,173,3.868,rice,27.65,77.36,1225.3,Swarna,74.7,Borewell,144,3.3,30-06-2006,03-11-2006,3051
Jehanabad,2007,6.52,0.427,231.3,9.5,177.8,3.668,rice,27.66,78.3,1311.3,IR64,63.2,Rainfed,175,2.52,26-06-2007,27-10-2007,3294
Jehanabad,2008,6.55,0.415,226.4,10.82,177.3,3.896,rice,27.51,77.99,1310.2,Swarna,67.7,Borewell,180,2.89,28-06-2008,20-10-2008,3168
Jehanabad,2009,6.63,0.42,237.9,9.71,167.7,4.11,rice,28.3,72.29,909.7,MTU-1010,77.6,Borewell,161,3.63,27-06-2009,30-10-2009,2915
Jehanabad,2010,6.55,0.402,232.5,10.45,169.1,3.719,rice,28.8,74.91,818.3,Swarna,84.4,Borewell,174,1.27,16-06-2010,17-10-2010,2845
Jehanabad,2011,6.64,0.412,223.5,11.36,178.9,3.702,rice,27.59,77.57,1114.2,Sharbati,69.4,Borewell,159,1.03,23-06-2011,17-10-2011,3030
Jehanabad,2012,6.57,0.419,236.1,11.62,171.1,3.823,rice,27.86,73.66,971.4,MTU-1010,72.1,Canal,165,1.45,17-06-2012,13-10-2012,2980
Jehanabad,2013,6.65,0.41,246.6,9.82,180.7,3.898,rice,27.09,79.85,1022.9,Swarna,80.2,Canal,145,4.05,30-06-2013,28-10-2013,3106
Jehanabad,2014,6.67,0.446,221.2,10.23,180.9,3.869,rice,27.61,76.93,728.5,Swarna,89,Canal,164,2.63,22-06-2014,15-10-2014,2900
Jehanabad,2015,6.67,0.456,247,10.77,170.4,3.879,rice,28.34,73.6,788.5,IR64,77.4,Borewell,199,2.22,21-06-2015,11-10-2015,3019
Jehanabad,2016,6.68,0.444,249,11.75,183.7,3.41,rice,27.96,77.39,1164.3,Sona Masuri,82.4,Borewell,91,2.37,26-06-2016,03-11-2016,2919
Jehanabad,2017,6.64,0.481,241.4,9.52,191.7,4.017,rice,27.96,78.3,1079.9,Sona Masuri,84.7,Canal,204,3.83,17-06-2017,24-10-2017,3069
Jehanabad,2018,6.72,0.471,251.3,11.48,189.9,4.449,rice,28.32,73.26,1038.9,Swarna,81.6,Canal,118,2.52,22-06-2018,24-10-2018,3284
Jehanabad,2019,6.72,0.46,253.1,12.19,194.3,3.958,rice,28.58,76.65,1378.9,Swarna,60.2,Rainfed,213,1.35,18-06-2019,14-10-2019,3269
Jehanabad,2020,6.74,0.492,272,10.76,185.4,4.062,rice,27.69,80.57,1447.9,Sona Masuri,65.7,Rainfed,177,1.76,25-06-2020,21-10-2020,3276
Kaimur,2000,6.26,0.425,154.4,14.64,156.9,3.997,rice,27.25,74.99,1022.6,IR64,63.4,Canal,157,1.34,23-06-2000,31-10-2000,2852
Kaimur,2001,6.34,0.399,173.4,13.37,152.2,3.843,rice,27.12,79.13,1226.5,Sona Masuri,63.3,Canal,218,3.85,18-06-2001,18-10-2001,3019
Kaimur,2002,6.48,0.418,178.8,14,163.2,3.896,rice,27.78,73.2,807.3,MTU-1010,79,Rainfed,178,4.65,27-06-2002,27-10-2002,2872
Kaimur,2003,6.37,0.403,176.1,12.48,152.5,3.723,rice,27.2,77.39,1455.5,Swarna Sub1,77.2,Rainfed,160,2.06,19-06-2003,27-10-2003,3245
Kaimur,2004,6.5,0.407,173.9,13.69,152.6,3.943,rice,27.32,73.41,895,Swarna Sub1,83.6,Canal,189,2.73,24-06-2004,14-10-2004,2858
Kaimur,2005,6.45,0.373,169.1,13.38,159.3,4.106,rice,28.15,68.99,775.2,IR64,85.7,Rainfed,182,2.56,23-06-2005,29-10-2005,2777
Kaimur,2006,6.55,0.379,164.2,13.44,166.4,4.13,rice,27.61,75.08,1100.5,Swarna,72.8,Canal,203,3.18,18-06-2006,08-10-2006,2918
Kaimur,2007,6.56,0.381,159.1,13.62,143.9,3.812,rice,27.68,75.48,848.5,MTU-1010,88,Borewell,183,1.9,28-06-2007,20-10-2007,2849
Kaimur,2008,6.55,0.395,162.4,10.97,152.7,3.748,rice,27.35,76.25,1256.1,Swarna Sub1,76.9,Borewell,151,4.7,17-06-2008,23-10-2008,3104
Kaimur,2009,6.57,0.374,162.2,13.49,139.7,3.753,rice,28.32,69.95,1054.5,Sona Masuri,73.3,Borewell,158,2.89,29-06-2009,04-11-2009,2907
Kaimur,2010,6.61,0.363,150.7,13.32,154.9,3.818,rice,28.78,73.36,951.7,Sona Masuri,88.3,Canal,134,4.62,26-06-2010,21-10-2010,2928
Kaimur,2011,6.55,0.384,151.6,13.14,144,3.646,rice,27.53,75.84,1117.4,Swarna Sub1,89.4,Borewell,161,3.23,15-06-2011,14-10-2011,2729
Kaimur,2012,6.61,0.382,161,13.46,147.8,4.066,rice,27.93,71.01,918.8,Swarna Sub1,70.8,Borewell,163,4.66,30-06-2012,04-11-2012,2899
Kaimur,2013,6.64,0.383,160.6,11.78,153.4,3.839,rice,27.05,78.91,940.2,IR64,61.7,Borewell,186,3.04,28-06-2013,28-10-2013,2939
Kaimur,2014,6.57,0.392,161.6,14.46,142.6,3.665,rice,28.28,70.49,562.1,Sona Masuri,81.8,Canal,172,3.16,16-06-2014,16-10-2014,2444
Kaimur,2015,6.69,0.418,164.1,12.79,157.7,3.583,rice,28.35,72.23,917.2,Swarna,82.4,Borewell,147,4.08,23-06-2015,24-10-2015,2758
Kaimur,2016,6.61,0.409,183.8,13.05,155.8,4.212,rice,27.9,75.62,1158.4,Swarna,85.5,Borewell,167,1.05,27-06-2016,17-10-2016,2887
Kaimur,2017,6.74,0.413,172.6,14.96,147.3,4.217,rice,28.23,75.16,1029,Sharbati,74.4,Canal,162,2.83,25-06-2017,24-10-2017,2744
Kaimur,2018,6.66,0.426,172.1,12.84,151.7,4.1,rice,28.48,70.61,1269.4,Swarna Sub1,80.4,Canal,162,1.87,30-06-2018,27-10-2018,3075
Kaimur,2019,6.73,0.431,175.9,14.17,153,4.22,rice,28.57,75.6,1353,Sona Masuri,80.1,Rainfed,186,3.15,21-06-2019,22-10-2019,3013
Kaimur,2020,6.73,0.465,173.6,13.44,164.6,4.304,rice,27.83,78.61,1360,Sona Masuri,61.2,Borewell,197,4.36,29-06-2020,18-10-2020,3026
Katihar,2000,6.37,0.795,357,17.78,227.6,5.241,rice,27.15,80.33,1264.6,Swarna,84.4,Borewell,125,1.68,24-06-2000,29-10-2000,3396
Katihar,2001,6.48,0.781,373.1,17.49,221.4,5.305,rice,27.07,82.75,1009.8,MTU-1010,68.3,Rainfed,172,4.36,19-06-2001,21-10-2001,3389
Katihar,2002,6.46,0.793,380.6,17.43,225.7,5.223,rice,26.72,83.1,1131.4,Sona Masuri,87.3,Borewell,177,2.59,28-06-2002,19-10-2002,3458
Katihar,2003,6.51,0.772,376.4,19.11,219,4.931,rice,26.67,83.74,1477.2,Sharbati,81.5,Borewell,209,4.38,18-06-2003,17-10-2003,3611
